Last changed by,Oper. System Status,Order,Order Type,Activity,Operation WorkCenter,Operation short text,Description,Functional Location,Number of workers,planned Work,Actual work,Total planned costs,Total actual costs,Scheduled finish,Scheduled start
R_CPS_RFC,DLT  PRT  TECO,61302452,72FC,0040,NEL-ZD-N,NDT Support /Assess Material Loss,ST* FM @ [North Section] Tertiary Steel,GB.NEL.M02,2,100,0,"196,588.00","145,180.00",5/14/2023,3/1/2023
R_CPS_RFC,PCNF PRT  TECO,61302452,72FC,0050,NEL-V6-2,Apply 1st coat @ @ NE P1M Tertiary Steel,ST* FM @ [North Section] Tertiary Steel,GB.NEL.M02,2,730,140,"196,588.00","145,180.00",5/14/2023,3/1/2023
R_CPS_RFC,PCNF PRT  TECO,61302452,72FC,0060,NEL-V6-2,Apply 2nd coat @ N/E P1M Tertiary Steel,ST* FM @ [North Section] Tertiary Steel,GB.NEL.M02,2,730,55,"196,588.00","145,180.00",5/14/2023,3/1/2023
R_CPS_RFC,PRT  TECO,61302452,72FC,0070,NEL-V6-2,De-rig @ N/E P1M Tertiary Steel,ST* FM @ [North Section] Tertiary Steel,GB.NEL.M02,2,106,0,"196,588.00","145,180.00",5/14/2023,3/1/2023
R_CPS_RFC,CNF  PRT  TECO,61302452,72FC,0080,NEL-V6-2,Radio Man *Overside Cover as required*,ST* FM @ [North Section] Tertiary Steel,GB.NEL.M02,1,240,220,"196,588.00","145,180.00",5/14/2023,3/1/2023
R_CPS_RFC,DLT  PRT  TECO,61302452,72FC,0090,NEL-S1-2,Dism Scaff Handrail,ST* FM @ [North Section] Tertiary Steel,GB.NEL.M02,3,60,0,"196,588.00","145,180.00",5/14/2023,3/1/2023
R_CPS_RFC,DLT  PRT  TECO,61302452,72FC,0100,NEL-V6-2,CloseMCDR - NEL 2019 433 ST - 61200917,ST* FM @ [North Section] Tertiary Steel,GB.NEL.M02,0,0,0,"196,588.00","145,180.00",5/14/2023,3/1/2023
R_CPS_RFC,DLT  TECO,61302452,72FC,0110,NEL-ZD-N,Close MCDR,ST* FM @ [North Section] Tertiary Steel,GB.NEL.M02,1,1,0,"196,588.00","145,180.00",5/14/2023,3/1/2023
R_CPS_RFC,CNF  TECO,61302452,72FC,0120,NEL-V6-2,Hours to Capture MCDR 2019 433,ST* FM @ [North Section] Tertiary Steel,GB.NEL.M02,2,150,150,"196,588.00","145,180.00",5/14/2023,3/1/2023
R_CPS_RFC,TECO,61302452,72FC,0130,NEL-V6-2,Hours to capture MCDR 2019 433 (OB),ST* FM @ [North Section] Tertiary Steel,GB.NEL.M02,3,120,0,"196,588.00","145,180.00",5/14/2023,3/1/2023
R_CPS_RFC,TECO,61302452,72FC,0140,NEL-V6-2,Close out MCDR 2019 433,ST* FM @ [North Section] Tertiary Steel,GB.NEL.M02,1,1,0,"196,588.00","145,180.00",5/14/2023,3/1/2023
R_CPS_RFC,TECO,61302453,72FC,0010,NEL-S1-2,Erect Scaff Handrail *To Negate Overside,ST* FM @ W1 Tertiary Steel C1,GB.NEL.M02,3,180,0,"129,745.00",0,6/28/2023,3/1/2023
R_CPS_RFC,TECO,61302453,72FC,0020,NEL-V6-2,Set-up @  W1 Tertiary Steel,ST* FM @ W1 Tertiary Steel C1,GB.NEL.M02,3,114,0,"129,745.00",0,6/28/2023,3/1/2023
R_CPS_RFC,TECO,61302453,72FC,0030,NEL-V6-2,Flog/ Surface Prep @  W1 Tertiary Steel,ST* FM @ W1 Tertiary Steel C1,GB.NEL.M02,3,"2,130.00",0,"129,745.00",0,6/28/2023,3/1/2023
R_CPS_RFC,TECO,61302453,72FC,0040,NEL-ZD-N,NDT Support /Assess Material Loss,ST* FM @ W1 Tertiary Steel C1,GB.NEL.M02,2,100,0,"129,745.00",0,6/28/2023,3/1/2023
R_CPS_RFC,TECO,61302453,72FC,0050,NEL-V6-2,Apply 1st coat @  W1Tertiary Steel SA2.5,ST* FM @ W1 Tertiary Steel C1,GB.NEL.M02,3,510,0,"129,745.00",0,6/28/2023,3/1/2023
R_CPS_RFC,TECO,61302453,72FC,0060,NEL-V6-2,Apply 2nd coat @  W1 Tertiary Steel FC2N,ST* FM @ W1 Tertiary Steel C1,GB.NEL.M02,3,510,0,"129,745.00",0,6/28/2023,3/1/2023
R_CPS_RFC,TECO,61302453,72FC,0070,NEL-V6-2,De-rig @  W1 Tertiary Steel,ST* FM @ W1 Tertiary Steel C1,GB.NEL.M02,3,114,0,"129,745.00",0,6/28/2023,3/1/2023
R_CPS_RFC,TECO,61302453,72FC,0080,NEL-V6-2,Radio Man *Overside Cover as required*,ST* FM @ W1 Tertiary Steel C1,GB.NEL.M02,1,210,0,"129,745.00",0,6/28/2023,3/1/2023
R_CPS_RFC,TECO,61302453,72FC,0090,NEL-V6-2,Dism Scaff Handrail,ST* FM @ W1 Tertiary Steel C1,GB.NEL.M02,3,48,0,"129,745.00",0,6/28/2023,3/1/2023
R_CPS_RFC,TECO,61302454,72FC,0005,NEL-S1-2,Erect Scaff Handrail *To Negate Overside,ST* FM @ W2 Tertiary Steel C2,GB.NEL.M02,3,99,0,"69,770.00",0,5/8/2023,3/1/2023
R_CPS_RFC,TECO,61302454,72FC,0010,NEL-V6-2,Set-up @ W2 Tertiary Steel,ST* FM @ W2 Tertiary Steel C2,GB.NEL.M02,3,60,0,"69,770.00",0,5/8/2023,3/1/2023
R_CPS_RFC,TECO,61302454,72FC,0020,NEL-V6-2,Flog/ Surface Prep @W2Tertia Steel SA2.5,ST* FM @ W2 Tertiary Steel C2,GB.NEL.M02,3,990,0,"69,770.00",0,5/8/2023,3/1/2023
R_CPS_RFC,TECO,61302454,72FC,0025,NEL-ZD-N,NDT Support /Assess Material Loss,ST* FM @ W2 Tertiary Steel C2,GB.NEL.M02,2,200,0,"69,770.00",0,5/8/2023,3/1/2023
R_CPS_RFC,TECO,61302454,72FC,0030,NEL-V6-2,Apply 1st coat @ W2 Tertiary Steel FC2N,ST* FM @ W2 Tertiary Steel C2,GB.NEL.M02,3,285,0,"69,770.00",0,5/8/2023,3/1/2023
R_CPS_RFC,TECO,61302454,72FC,0040,NEL-V6-2,Apply 2nd coat @ W2 Tertiary Steel FC2N,ST* FM @ W2 Tertiary Steel C2,GB.NEL.M02,3,285,0,"69,770.00",0,5/8/2023,3/1/2023
R_CPS_RFC,TECO,61302454,72FC,0050,NEL-V6-2,De-rig @ W2 Tertiary Steel,ST* FM @ W2 Tertiary Steel C2,GB.NEL.M02,3,60,0,"69,770.00",0,5/8/2023,3/1/2023
R_CPS_RFC,TECO,61302454,72FC,0055,NEL-V6-2,Radio Man *Overside Cover as required*,ST* FM @ W2 Tertiary Steel C2,GB.NEL.M02,1,240,0,"69,770.00",0,5/8/2023,3/1/2023
R_CPS_RFC,TECO,61302454,72FC,0060,NEL-S1-2,Dism Scaff Handrail,ST* FM @ W2 Tertiary Steel C2,GB.NEL.M02,3,33,0,"69,770.00",0,5/8/2023,3/1/2023
R_CPS_RFC,TECO,61387646,72FC,0005,NEL-ZD-N,Release Note,MCI* FM @[WD1]MCDR 2020 129 PS Corroded,GB.NEL.B0204888,1,4,0,"2,550.05",0,3/19/2023,3/1/2023
R_CPS_RFC,DLT  TECO,61387646,72FC,0010,NEL-V1-2,Set up @ MCDR 2020 129 PS,MCI* FM @[WD1]MCDR 2020 129 PS Corroded,GB.NEL.B0204888,2,4,0,"2,550.05",0,3/19/2023,3/1/2023
R_CPS_RFC,TECO,61387646,72FC,0020,NEL-L1-2,Rem insul@ MCDR 2020 129 [12''-PX-20008],MCI* FM @[WD1]MCDR 2020 129 PS Corroded,GB.NEL.B0204888,2,10,0,"2,550.05",0,3/19/2023,3/1/2023
R_CPS_RFC,DLT  TECO,61387646,72FC,0030,NEL-V1-2,Surface Prep@ MCDR 2020 129 PS,MCI* FM @[WD1]MCDR 2020 129 PS Corroded,GB.NEL.B0204888,2,11,0,"2,550.05",0,3/19/2023,3/1/2023
R_CPS_RFC,DLT  TECO,61387646,72FC,0040,NEL-V1-2,Apply Coat 1 @MCDR 2020 129 PS,MCI* FM @[WD1]MCDR 2020 129 PS Corroded,GB.NEL.B0204888,2,4,0,"2,550.05",0,3/19/2023,3/1/2023
R_CPS_RFC,TECO,61387646,72FC,0050,NEL-V1-2,FM SSPCSP-11 & FC2M@ MCDR 2020 129 PS,MCI* FM @[WD1]MCDR 2020 129 PS Corroded,GB.NEL.B0204888,2,30,0,"2,550.05",0,3/19/2023,3/1/2023
R_CPS_RFC,TECO,61387646,72FC,0060,NEL-L1-2,Reinstate Insul @MCDR 2020 129 PS,MCI* FM @[WD1]MCDR 2020 129 PS Corroded,GB.NEL.B0204888,2,35,0,"2,550.05",0,3/19/2023,3/1/2023
R_CPS_RFC,DLT  TECO,61387646,72FC,0070,NEL-V1-2,Derig/Clean @MCDR 2020 129 PS,MCI* FM @[WD1]MCDR 2020 129 PS Corroded,GB.NEL.B0204888,2,5,0,"2,550.05",0,3/19/2023,3/1/2023
R_CPS_RFC,TECO,61387646,72FC,0080,NEL-ZD-N,OIE to update MCDR 2020 129 PS,MCI* FM @[WD1]MCDR 2020 129 PS Corroded,GB.NEL.B0204888,1,1,0,"2,550.05",0,3/19/2023,3/1/2023
R_CPS_RFC,CNF  TECO,62041049,72FC,0010,NEL-L6-2,NEL2021 116 ST - Rem Insulation,NEL2021 116 ST - FM to pipe supports P3,GB.NEL.M0309,0,0,0,0,0,3/6/2023,3/1/2023
R_CPS_RFC,CNF  TECO,62041049,72FC,0020,NEL-V6-2,NEL2021 116 ST - FM SSPCSP-11 & FC2M,NEL2021 116 ST - FM to pipe supports P3,GB.NEL.M0309,0,0,0,0,0,3/6/2023,3/1/2023
R_CPS_RFC,DLT  TECO,62041049,72FC,0030,NEL-L6-2,NEL2021 116 ST - Reinstate Insulation,NEL2021 116 ST - FM to pipe supports P3,GB.NEL.M0309,0,0,0,0,0,3/6/2023,3/1/2023
R_CPS_RFC,CNF  TECO,62214787,72FC,0010,NEL-V6-2,Set up and prep,NEL2021 248ST- FM to handrails P1M W,GB.NEL.M0305001,2,31,31,"3,774.01","3,774.01",3/11/2023,3/1/2023
R_CPS_RFC,CNF  TECO,62214787,72FC,0015,NEL-V6-2,Belzona & FM to handrails P1M W,NEL2021 248ST- FM to handrails P1M W,GB.NEL.M0305001,2,80,80,"3,774.01","3,774.01",3/11/2023,3/1/2023
R_CPS_RFC,CNF  TECO,62214787,72FC,0020,NEL-ZF-S,close out MCDR,NEL2021 248ST- FM to handrails P1M W,GB.NEL.M0305001,1,1,1,"3,774.01","3,774.01",3/11/2023,3/1/2023
R_CPS_RFC,CNF  TECO,62384473,72FP,0010,NEL-E0-2,(2) L-8053 CHECK ELECTRICAL CONDITION,(2) L8053_FEED CH'K ELECTRICAL CONDITION,GB.NEL.E0101003,1,7,7,280,0,3/2/2023,3/1/2023
R_CPS_RFC,CNF  TECO,62514045,72FP,0010,NEL-E0-2,(2) DISTRIBUTION BOARD - RCDs TEST,"(2,4) L-8225 DISTRIBUTION BOARD CHECKS",GB.NEL.E0221014,1,4,4,160,0,3/1/2023,3/1/2023
GBCMFC,CNF  ICHA ORSP QMDA TECO,62561840,72FP,0010,NEL-M0-2,(Q) TR HINGED DOOR MAINTENANCE,(Q) TR HINGED DOOR MAINTENANCE,GB.NEL.F0905002,1,10,12,440,520,3/2/2023,3/1/2023
GBCMFC,CNF  ORSP TECO,62561840,72FP,0020,NEL-M0-2,(Q) CHECK OPERATIONS OF TLQ ESCAPE HATCH,(Q) TR HINGED DOOR MAINTENANCE,GB.NEL.F0905002,1,1,1,440,520,3/2/2023,3/1/2023
R_CPS_RFC,CNF  PRT  TECO,62562674,72FP,0010,NEL-O2,(M) DRAIN/SAMPLE POWER GEN DAY TANKS,(M) DRAIN/SAMPLE POWER GEN DAY TANKS,GB.NEL.E0907002,1,2,2,0.02,0.02,3/1/2023,3/1/2023
TPGBGRA2,CNF  ICHA ORSP PRT  QMDA TECO,62562918,72FP,0010,NEL-O6-2,(2W) FUNCTION TEST HELIDECK MONITORS,(2W) FUNCTION TEST HELIDECK MONITORS,GB.NEL.F0621,2,4,4,160,160,3/1/2023,3/1/2023
R_CPS_RFC,CNF  ORSP TECO,62563180,72FP,0010,NEL-I0-2,(M) NELSON SOUTH MCS DATA BACK UP,(M) NELSON SOUTH MCS DATA BACK UP,GB.NEL.G0301002,1,2,2,80,0,3/1/2023,3/1/2023
R_CPS_RFC,CNF  PRT  TECO,62563500,72FP,0010,NEL-O1,(M) IR ANALYSER VALIDATION,(M) IR ANALYSER VALIDATION,GB.NEL.A0401,1,1,2,0.01,0.02,3/1/2023,3/1/2023
R_CPS_RFC,CNF  PRT  TECO,62563942,72FP,0010,NEL-O2,(W) ANNULUS PRESSURE MONITORING,(W) ANNULUS PRESSURE MONITORING,GB.NEL.A01,1,3,3,0.03,0.03,3/1/2023,3/1/2023
R_CPS_RFC,CNF  PRT  TECO,62573728,72FP,0005,NEL-O2,(M) INFORM METERING ONSHORE OR TEST,(M) HOWE MPM DYN CAL & SAMPLE (C1),GB.NEL.NE-FE-17013,1,1,1,0.07,0.04,3/1/2023,3/1/2023
R_CPS_RFC,CNF  PRT  TECO,62573728,72FP,0010,NEL-O1,(M) HOWE MPM DYN CALIB CHK AN M SAMPLE,(M) HOWE MPM DYN CAL & SAMPLE (C1),GB.NEL.NE-FE-17013,1,3,3,0.07,0.04,3/1/2023,3/1/2023
R_CPS_RFC,CNF  PRT  TECO,62573728,72FP,0020,NEL-I1-7,(M) TEST SEP CORIOLIS  ZERO CHECK,(M) HOWE MPM DYN CAL & SAMPLE (C1),GB.NEL.NE-FE-17013,1,3,0,0.07,0.04,3/1/2023,3/1/2023
R_CPS_RFC,CNF  PRT  TECO,62574427,72FP,0010,NEL-O2,(W) SWITCH OPERATIONAL PUMP P-4600/1,(W) WATER TRANSFER PUMP SWITCHOVERS,GB.NEL.E04,1,1,1,0.02,0.02,3/1/2023,3/1/2023
R_CPS_RFC,CNF  PRT  TECO,62574427,72FP,0020,NEL-O2,(W) SWITCH OPERATIONAL PUMP P-8801/2,(W) WATER TRANSFER PUMP SWITCHOVERS,GB.NEL.E04,1,1,1,0.02,0.02,3/1/2023,3/1/2023
GBKSTN,CNF  TECO,62580165,72FC,0010,NEL-E0-2,Elec Spares Required,Elec Spares Required,GB.NEL.E02,1,1,1,457.8,418.8,3/1/2023,3/1/2023
R_CPS_RFC,CNF  ORSP TECO,62666924,72FC,0010,NEL-S1-2,Erect inboard scaffold,(CRV)Corroded/damaged vent and pipe supp,GB.NEL.E1403888,2,16,12,"2,484.01","2,348.01",3/4/2023,3/1/2023
R_CPS_RFC,CNF  ORSP TECO,62666924,72FC,0020,NEL-M8-2,"Fabricate three new 2"" pipe shoes",(CRV)Corroded/damaged vent and pipe supp,GB.NEL.E1403888,2,20,20,"2,484.01","2,348.01",3/4/2023,3/1/2023
R_CPS_RFC,CNF  ORSP TECO,62666924,72FC,0030,NEL-M8-2,Remove 3 old pipe shoes,(CRV)Corroded/damaged vent and pipe supp,GB.NEL.E1403888,2,10,10,"2,484.01","2,348.01",3/4/2023,3/1/2023
R_CPS_RFC,CNF  ORSP TECO,62666924,72FC,0040,NEL-M8-2,Install 3 new pipe shoes,(CRV)Corroded/damaged vent and pipe supp,GB.NEL.E1403888,2,10,10,"2,484.01","2,348.01",3/4/2023,3/1/2023
R_CPS_RFC,CNF  ORSP TECO,62666924,72FC,0050,NEL-S1-2,Remove scaffold,(CRV)Corroded/damaged vent and pipe supp,GB.NEL.E1403888,2,10,10,"2,484.01","2,348.01",3/4/2023,3/1/2023
R_CPS_RFC,CNF  TECO,62666924,72FC,0060,NEL-ZF-S,Close out MCDR NEL-2023-10-PS,(CRV)Corroded/damaged vent and pipe supp,GB.NEL.E1403888,1,1,1,"2,484.01","2,348.01",3/4/2023,3/1/2023
R_CPS_RFC,CNF  ORSP TECO,62672783,72FC,0010,NEL-S1-2,Scaffold access to galley door,Repair stiff galley door,GB.NEL.NE-H5-302,2,20,20,"1,840.00","1,840.00",3/3/2023,3/1/2023
R_CPS_RFC,CNF  ORSP TECO,62672783,72FC,0020,NEL-M0-2,Repair stiff galley door,Repair stiff galley door,GB.NEL.NE-H5-302,2,24,24,"1,840.00","1,840.00",3/3/2023,3/1/2023
R_CPS_RFC,CNF  ORSP TECO,62672783,72FC,0030,NEL-Z8-2,Rigging assistance,Repair stiff galley door,GB.NEL.NE-H5-302,1,5,5,"1,840.00","1,840.00",3/3/2023,3/1/2023
R_CPS_RFC,CNF  TECO,28496124,72FC,0010,NEL-E0-2,Isolate Trace Heating L-8362-3Y-T40-1032,L-8362-3Y-T40 Trace Heating Fault Low IR,GB.NEL.NE-L-8362-3Y-J09,1,2,2,"1,916.00","1,122.00",3/2/2023,3/2/2023
R_CPS_RFC,CNF  TECO,28496124,72FC,0020,NEL-L6-2,Remove Lagging,L-8362-3Y-T40 Trace Heating Fault Low IR,GB.NEL.NE-L-8362-3Y-J09,1,5,5,"1,916.00","1,122.00",3/2/2023,3/2/2023
R_CPS_RFC,CNF  TECO,28496124,72FC,0030,NEL-E0-2,Replace Heating Tape L-8362-3Y-T40,L-8362-3Y-T40 Trace Heating Fault Low IR,GB.NEL.NE-L-8362-3Y-J09,1,8,0,"1,916.00","1,122.00",3/2/2023,3/2/2023
R_CPS_RFC,CNF  TECO,28496124,72FC,0040,NEL-L6-2,Replace Lagging,L-8362-3Y-T40 Trace Heating Fault Low IR,GB.NEL.NE-L-8362-3Y-J09,1,8,8,"1,916.00","1,122.00",3/2/2023,3/2/2023
R_CPS_RFC,CNF  TECO,28496124,72FC,0050,NEL-E0-2,De-Isolate Trace Heating L-8362-3Y-T40,L-8362-3Y-T40 Trace Heating Fault Low IR,GB.NEL.NE-L-8362-3Y-J09,1,1,1,"1,916.00","1,122.00",3/2/2023,3/2/2023
R_CPS_RFC,CNF  ORSP TECO,28496124,72FC,0060,NEL-L6-2,Replace Lagging,L-8362-3Y-T40 Trace Heating Fault Low IR,GB.NEL.NE-L-8362-3Y-J09,1,1,0,"1,916.00","1,122.00",3/2/2023,3/2/2023
R_CPS_RFC,CNF  TECO,28496124,72FC,0070,NEL-L6-2,re-insulate,L-8362-3Y-T40 Trace Heating Fault Low IR,GB.NEL.NE-L-8362-3Y-J09,2,20,20,"1,916.00","1,122.00",3/2/2023,3/2/2023
R_CPS_RFC,CNF  TECO,28496124,72FC,0080,NEL-E0-2,Further fault found - investigation reqd,L-8362-3Y-T40 Trace Heating Fault Low IR,GB.NEL.NE-L-8362-3Y-J09,1,8,25,"1,916.00","1,122.00",3/2/2023,3/2/2023
R_CPS_RFC,CNF  TECO,60696630,72FP,0030,NEL-E0-2,(8) L-8053 SWITCHBOARD BUS-BAR CHECKS,"(4,8) L-8053 SWITCHBOARD CHECKS",GB.NEL.E0101003,2,15,15,600,0,3/2/2023,3/2/2023
R_CPS_RFC,DLT  TECO,60696630,72FP,0040,NEL-O5,(8) L-8053 SWITCHBOARD BUS-BAR CHECKS,"(4,8) L-8053 SWITCHBOARD CHECKS",GB.NEL.E0101003,1,8,0,600,0,3/2/2023,3/2/2023
R_CPS_RFC,PRT  TECO,61369824,72FC,0010,NEL-E0-2,[MTO] Replace Prot Relay L-8001 Pnl 25,"[MTO] Prot Relay L-8001 Pnl 25, P-1012",GB.NEL.NE-L-8001-25,1,8,0,320.08,0,3/3/2023,3/2/2023
R_CPS_RFC,PRT  TECO,61369824,72FC,0020,NEL-ZE-D,Vendor Assistance,"[MTO] Prot Relay L-8001 Pnl 25, P-1012",GB.NEL.NE-L-8001-25,1,8,0,320.08,0,3/3/2023,3/2/2023
R_CPS_RFC,CNF  PRT  TECO,62214799,72FC,0010,NEL-ZB-J,Replace Emg Lighting within L-8383-3Y-5,EPAF Replace Emergency Lighting within L,GB.NEL.NE-L-8383-3Y-5,2,12,20,0.12,0,3/2/2023,3/2/2023
GBCMFC,CNF  ORSP TECO,62298252,72FC,0010,NEL-E0-2,Isolate HKE-8705/06,Replace HKE-8705/6 belts,GB.NEL.NE-HKE-8705,1,2,2,177.96,177.96,3/2/2023,3/2/2023
GBCMFC,CNF  ORSP TECO,62298252,72FC,0020,NEL-ZA-B,Replace HKE-8705/6 worn belts,Replace HKE-8705/6 belts,GB.NEL.NE-HKE-8705,1,2,2,177.96,177.96,3/2/2023,3/2/2023
GBCMFC,CNF  ORSP TECO,62298252,72FC,0030,NEL-E0-2,Isolate HKE-8705/06,Replace HKE-8705/6 belts,GB.NEL.NE-HKE-8705,1,2,2,177.96,177.96,3/2/2023,3/2/2023
GBCMFC,CNF  REL,62298322,72FC,0010,NEL-E0-2,Isolate HKE-8803/4,Top up HKE-8803/4 refrigerant NUCORE wor,GB.NEL.NE-HKE-8803,1,2,2,240.06,0.06,3/2/2023,3/2/2023
GBCMFC,CNF  ORSP REL,62298322,72FC,0020,NEL-ZA-B,Top up HKE-8803/4 refrigerant,Top up HKE-8803/4 refrigerant NUCORE wor,GB.NEL.NE-HKE-8803,2,6,6,240.06,0.06,3/2/2023,3/2/2023
GBCMFC,CNF  REL,62298322,72FC,0030,NEL-E0-2,Deisolate HKE-8803/4,Top up HKE-8803/4 refrigerant NUCORE wor,GB.NEL.NE-HKE-8803,2,4,4,240.06,0.06,3/2/2023,3/2/2023
R_CPS_RFC,CNF  TECO,62490235,72FP,0010,NEL-E0-2,(2) DISTRIBUTION BOARD - RCDs TEST,"(2,4) L-8317 DISTRIBUTION BOARD CHECKS",GB.NEL.E0231033,1,4,4,160,0,3/2/2023,3/2/2023
R_CPS_RFC,CNF  PRT  TECO,62555712,72FP,0010,NEL-O1,(4M) WATER SAMPLE FROM 11-N13 WELL,(4M) WATER SAMPLE FROM 11-N13 WELL,GB.NEL.A0221001,1,1,0,0.01,0,3/2/2023,3/2/2023
GBKSTN,CNF  ICHA QMDA TECO,62561745,72FP,0010,NEL-E0-2,(1) BATTERY DISCHARGE TEST,(1) L83816R/Y  BATTERY DISCHARGE TEST,GB.NEL.E0231018,1,10,10,400,0,3/3/2023,3/2/2023
GBKSTN,CNF  ICHA QMDA TECO,62561804,72FP,0010,NEL-I0-2,(2) FIRE & GAS INPUT TESTING (5HRS),(2) FZ064SD FIRE & GAS INPUT TESTING,GB.NEL.F0101064,2,5,5,200,43.46,3/2/2023,3/2/2023
GBKSTN,CNF  ICHA ORSP QMDA TECO,62561810,72FP,0010,NEL-I0-2,(2) FIRE & GAS INPUT TESTING (13HRS),(2) FZ068SD FIRE & GAS INPUT TESTING,GB.NEL.F0101068,2,13,13,520,0,3/2/2023,3/2/2023
R_CPS_RFC,TECO,62562942,72FP,0010,NEL-O2,(2W) POT WATER DEADLEG FLUSHING,(2W) POT WATER DEADLEG FLUSHING,GB.NEL.E0401,1,2,0,0.02,0,3/2/2023,3/2/2023
GBSPD3,CNF  ICHA QMDA TECO,62563015,72FP,0010,SRV-SS,(1) PL/SS ASSET CLSS INT/EXT DEGRAD,(1) PL/SS ASSET CLSS INT/EXT DEGRAD,GB.NEL,1,1,0,0.01,0,3/2/2023,3/2/2023
R_CPS_RFC,CNF  ORSP TECO,62563144,72FP,0010,NEL-S1-2,(2W) LADDER ACCESS EQUIPMENT CHECKS,(2W) PODIUM-STEP LADDER INSPECTION,GB.NEL.L0204002,1,4,4,136,136,3/2/2023,3/2/2023
TPGBJBRH,CNF  ICHA QMDA TECO,62563310,72FP,0010,NEL-ZF-S,(M) UT INSPECTION OF WELL FLOWLINE,(M) UT INSPECTION OF WELL 6 FLOWLINE,GB.NEL.A0101888,1,2,2,0.02,0.02,3/2/2023,3/2/2023
TPGBJBRH,CNF  ICHA QMDA TECO,62563314,72FP,0010,NEL-ZF-S,(M) UT INSPECTION OF WELL FLOWLINE,(M) UT INSPECTION OF WELL 9 FLOWLINE,GB.NEL.A0101888,1,2,2,0.02,0.02,3/2/2023,3/2/2023
TPGBJBRH,CNF  ICHA QMDA TECO,62563577,72FP,0010,NEL-ZF-S,(M) UT THICKNESS CHECKS,(M) 13/N20 UT MONITORING WELL 13,GB.NEL.A0101888,1,2,2,0.02,0.02,3/2/2023,3/2/2023
R_CPS_RFC,TECO,62563607,72FP,0010,NEL-E0-2,(2W) TEMPORARY ELECTRICAL EQUIPMENT CHKS,"(2W,Q) TESC-TEMP ELEC SUPPLY CHECKS",GB.NEL.E01,1,2,0,80,0,3/2/2023,3/2/2023
GBKSTN,CNF  ICHA QMDA TECO,62563943,72FP,0010,NEL-I0-2,(W) TEMP REFUGE HVAC ESD/IPF TRIP TESTS,"(W,6W) TR HVAC ESD/IPF TRIP TESTS",GB.NEL.F10,2,12,12,480,0,3/2/2023,3/2/2023
INRCMD,ICHA TECO,62588868,72FP,0010,NEL-M0-2,(H) INSPECT 6 MONTHLY,(H) G-8004 INSPECT 6 MONTHLY,GB.NEL.E0101005,2,16,0,"4,632.88","3,512.85",3/4/2023,3/2/2023
INRCMD,TECO,62588868,72FP,0030,NEL-E0-2,(H) ISOLATIONS/DE-ISOLATIONS,(H) G-8004 INSPECT 6 MONTHLY,GB.NEL.E0101005,1,1,0,"4,632.88","3,512.85",3/4/2023,3/2/2023
INRCMD,TECO,62588868,72FP,0040,NEL-M0-2,(H) LUBRICATE AIR FLOW SWITCHES,(H) G-8004 INSPECT 6 MONTHLY,GB.NEL.E0101005,1,1,0,"4,632.88","3,512.85",3/4/2023,3/2/2023
INRCMD,TECO,62588868,72FP,0050,NEL-E0-2,(H) ISOLATE G-8004 VENT FANS K-8024/34,(H) G-8004 INSPECT 6 MONTHLY,GB.NEL.E0101005,1,1,0,"4,632.88","3,512.85",3/4/2023,3/2/2023
INRCMD,TECO,62588868,72FP,0060,NEL-M0-2,(H) REPLACE K-8024/34 DRIVE BELTS,(H) G-8004 INSPECT 6 MONTHLY,GB.NEL.E0101005,1,8,0,"4,632.88","3,512.85",3/4/2023,3/2/2023
INRCMD,TECO,62588868,72FP,0070,NEL-E0-2,(H) DEISOLATE G-8004 VENT FANS K-8024/34,(H) G-8004 INSPECT 6 MONTHLY,GB.NEL.E0101005,1,1,0,"4,632.88","3,512.85",3/4/2023,3/2/2023
R_CPS_RFC,CNF  ORSP TECO,62633342,72FC,0010,NEL-E0-2,Isolate K-8710,Replace K-8710 FP-A fan belts,GB.NEL.NE-K-8710,1,1,1,410.73,240,3/2/2023,3/2/2023
R_CPS_RFC,CNF  ORSP TECO,62633342,72FC,0020,NEL-M0-2,Replace firepump A HVAC belts,Replace K-8710 FP-A fan belts,GB.NEL.NE-K-8710,1,4,4,410.73,240,3/2/2023,3/2/2023
R_CPS_RFC,CNF  ORSP TECO,62633342,72FC,0030,NEL-E0-2,De-Isolate K-8710 FP suppy fan for test,Replace K-8710 FP-A fan belts,GB.NEL.NE-K-8710,1,1,1,410.73,240,3/2/2023,3/2/2023
R_CPS_RFC,DLT  TECO,62633342,72FC,0040,NEL-E0-2,Re-Isolate K-8710 belt check,Replace K-8710 FP-A fan belts,GB.NEL.NE-K-8710,1,1,0,410.73,240,3/2/2023,3/2/2023
R_CPS_RFC,DLT  TECO,62633342,72FC,0050,NEL-M0-2,K-8710 Check belt alignment/tension,Replace K-8710 FP-A fan belts,GB.NEL.NE-K-8710,1,1,0,410.73,240,3/2/2023,3/2/2023
R_CPS_RFC,DLT  TECO,62633342,72FC,0060,NEL-E0-2,De-Isolate K-8710 return to service,Replace K-8710 FP-A fan belts,GB.NEL.NE-K-8710,1,1,0,410.73,240,3/2/2023,3/2/2023
R_CPS_RFC,CNF  ORSP TECO,62666923,72FC,0010,NEL-S1-2,Erect pipe support scaffold,(CRV)152 x 152 trunnion support (corrode,GB.NEL.B0205888,2,16,12,"3,112.01","2,976.01",3/3/2023,3/2/2023
